INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,MULTIPLE_OFFENSE,MULTIPLE_BIAS,VICTIM_TYPES_1,VICTIM_TYPES_2,VICTIM_TYPES_3,Business,Financial Institution,Government,Individual,Law Enforcement Officer,Other,Religious Organization,Society/Public,Unknown,BIAS_DESC_1,BIAS_DESC_2,BIAS_DESC_3,BIAS_DESC_4,BIAS_DESC_5,Anti-American Indian or Alaska Native,Anti-Arab,Anti-Asian,Anti-Atheism/Agnosticism,Anti-Bisexual,Anti-Black or African American,Anti-Buddhist,Anti-Catholic,"Anti-Eastern Orthodox (Russian, Greek, Other)",Anti-Female,Anti-Gay (Male),Anti-Gender Non-Conforming,Anti-Heterosexual,Anti-Hindu,Anti-Hispanic or Latino,Anti-Islamic (Muslim),Anti-Jehovah's Witness,Anti-Jewish,Anti-Lesbian (Female),"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Anti-Male,Anti-Mental Disability,Anti-Mormon,"Anti-Multiple Races, Group","Anti-Multiple Religions, Group",Anti-Native Hawaiian or Other Pacific Islander,Anti-Other Christian,Anti-Other Race/Ethnicity/Ancestry,Anti-Other Religion,Anti-Physical Disability,Anti-Protestant,Anti-Sikh,Anti-Transgender,Anti-White
864279,2020,AK0010100,Anchorage,,City,AK,Alaska,Pacific,West,1C,"Cities from 250,000 thru 499,999",24-Jan-20,,,0,0,0,Unknown,Unknown,2,Arson;Burglary/Breaking & Entering,,Church/Synagogue/Temple/Mosque,M,S,Religious Organization,,,0,0,0,0,0,0,1,0,0,Anti-Other Christian,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1054279,2020,AK0010100,Anchorage,,City,AK,Alaska,Pacific,West,1C,"Cities from 250,000 thru 499,999",1-Jun-20,1,0,1,1,0,Unknown,Unknown,1,Sexual Assault With An Object,1,Park/Playground,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Female,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054280,2020,AK0010100,Anchorage,,City,AK,Alaska,Pacific,West,1C,"Cities from 250,000 thru 499,999",21-Jun-20,1,0,1,1,0,American Indian or Alaska Native,Not Hispanic or Latino,1,Aggravated Assault,1,Hotel/Motel/Etc.,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225414,2020,AK0010100,Anchorage,,City,AK,Alaska,Pacific,West,1C,"Cities from 250,000 thru 499,999",22-Sep-20,1,0,1,1,0,Unknown,Hispanic or Latino,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1225415,2020,AK0010100,Anchorage,,City,AK,Alaska,Pacific,West,1C,"Cities from 250,000 thru 499,999",17-Jul-20,1,0,1,1,0,White,Unknown,1,Aggravated Assault,1,Parking/Drop Lot/Garage,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274165,2020,AK0010100,Anchorage,,City,AK,Alaska,Pacific,West,1C,"Cities from 250,000 thru 499,999",16-Oct-20,1,0,0,0,0,Unknown,Unknown,1,Robbery,1,Field/Woods,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Gay (Male),,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893434,2020,AK0010200,Fairbanks,,City,AK,Alaska,Pacific,West,4,"Cities from 25,000 thru 49,999",3-Jan-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Aggravated Assault,1,Government/Public Building,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Transgender,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1052479,2020,AK0010300,Juneau,,City,AK,Alaska,Pacific,West,4,"Cities from 25,000 thru 49,999",4-May-20,1,0,0,0,0,Unknown,Unknown,1,Aggravated Assault,1,Parking/Drop Lot/Garage,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-American Indian or Alaska Native,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218466,2020,AK0010300,Juneau,,City,AK,Alaska,Pacific,West,4,"Cities from 25,000 thru 49,999",14-Aug-20,2,0,1,1,0,White,Not Hispanic or Latino,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,S,S,Individual,,,0,0,0,1,0,0,0,0,0,"Anti-Multiple Races, Group",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1162372,2020,AK0013200,North Pole,,City,AK,Alaska,Pacific,West,7,"Cities under 2,500",1-Jun-20,0,1,3,0,3,White,Unknown,1,Aggravated Assault,1,Parking/Drop Lot/Garage,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Male,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
924792,2020,AL0010200,Birmingham,,City,AL,Alabama,East South Central,South,2,"Cities from 100,000 thru 249,999",1-Jun-20,2,0,1,1,0,White,Not Hispanic or Latino,2,Intimidation,2,Park/Playground,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924794,2020,AL0010200,Birmingham,,City,AL,Alabama,East South Central,South,2,"Cities from 100,000 thru 249,999",12-Mar-20,1,0,2,2,0,White,Not Hispanic or Latino,1,Intimidation,1,Commercial/Office Building,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Islamic (Muslim),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321049,2020,AL0011200,Hoover,,City,AL,Alabama,East South Central,South,3,"Cities from 50,000 thru 99,999",3-Jun-20,1,0,0,,,Unknown,Unknown,1,Impersonation,1,Other/Unknown,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Sikh,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
924793,2020,AL0020100,Mobile,,City,AL,Alabama,East South Central,South,2,"Cities from 100,000 thru 249,999",4-Jun-20,0,1,2,0,2,Unknown,Not Hispanic or Latino,1,Simple Assault,1,Other/Unknown,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Islamic (Muslim),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924795,2020,AL0020100,Mobile,,City,AL,Alabama,East South Central,South,2,"Cities from 100,000 thru 249,999",10-Jan-20,2,0,1,1,0,Black or African American,Unknown,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,S,M,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Islamic (Muslim),"Anti-Multiple Races, Group",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1085861,2020,AL0020600,Bayou La Batre,,City,AL,Alabama,East South Central,South,7,"Cities under 2,500",22-Apr-20,0,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Shoplifting,0,Department/Discount Store,S,S,Business,,,1,0,0,0,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085864,2020,AL0210100,Evergreen,,City,AL,Alabama,East South Central,South,6,"Cities from 2,500 thru 9,999",12-Apr-20,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,All Other Larceny,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085865,2020,AL0240000,Crenshaw,,County,AL,Alabama,East South Central,South,8D,"Non-MSA counties under 10,000",18-Jan-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Burglary/Breaking & Entering,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085867,2020,AL0270000,Dallas,,County,AL,Alabama,East South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",17-Mar-20,0,0,4,3,1,Unknown,Unknown,1,Drug Equipment Violations,0,Jail/Prison/Penitentiary/Corrections Facility,S,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085870,2020,AL0280000,DeKalb,,County,AL,Alabama,East South Central,South,8B,"Non-MSA counties from 25,000 thru 99,999",4-May-20,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085874,2020,AL0280000,DeKalb,,County,AL,Alabama,East South Central,South,8B,"Non-MSA counties from 25,000 thru 99,999",4-Feb-20,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085871,2020,AL0310000,Etowah,,County,AL,Alabama,East South Central,South,9B,"MSA counties from 25,000 thru 99,999",11-Feb-20,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1,Parking/Drop Lot/Garage,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085872,2020,AL0320100,Fayette,,City,AL,Alabama,East South Central,South,6,"Cities from 2,500 thru 9,999",6-May-20,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Restaurant,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085878,2020,AL0460100,Tuskegee,,City,AL,Alabama,East South Central,South,6,"Cities from 2,500 thru 9,999",6-Jun-20,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Park/Playground,S,S,Business,,,1,0,0,0,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085873,2020,AL0480200,Linden,,City,AL,Alabama,East South Central,South,7,"Cities under 2,500",4-Apr-20,1,0,1,0,1,Black or African American,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,S,S,Individual,,,0,0,0,1,0,0,0,0,0,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085881,2020,AL0540400,Carrollton,,City,AL,Alabama,East South Central,South,7,"Cities under 2,500",1-May-20,1,0,1,1,0,Black or African American,Unknown,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085879,2020,AL0580800,Margaret,,City,AL,Alabama,East South Central,South,6,"Cities from 2,500 thru 9,999",28-Feb-20,0,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Drug Equipment Violations,0,Highway/Road/Alley/Street/Sidewalk,S,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085901,2020,AL0640000,Walker,,County,AL,Alabama,East South Central,South,8B,"Non-MSA counties from 25,000 thru 99,999",25-May-20,1,0,0,,,Unknown,Unknown,1,All Other Larceny,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085890,2020,AL0640400,Dora,,City,AL,Alabama,East South Central,South,7,"Cities under 2,500",5-Jan-20,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Church/Synagogue/Temple/Mosque,S,S,Religious Organization,,,0,0,0,0,0,0,1,0,0,Anti-Other Christian,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1085888,2020,AL0650000,Washington,,County,AL,Alabama,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",16-Mar-20,0,0,1,1,0,White,Not Hispanic or Latino,1,Drug Equipment Violations,0,Highway/Road/Alley/Street/Sidewalk,S,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085891,2020,AL0650000,Washington,,County,AL,Alabama,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",23-Jan-20,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Burglary/Breaking & Entering,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085896,2020,AL0650000,Washington,,County,AL,Alabama,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",26-Feb-20,0,0,1,1,0,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0,Highway/Road/Alley/Street/Sidewalk,S,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085897,2020,AL0650000,Washington,,County,AL,Alabama,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",10-Mar-20,0,0,1,1,0,Black or African American,Not Hispanic or Latino,2,Drug Equipment Violations;Drug/Narcotic Violations,0,Highway/Road/Alley/Street/Sidewalk,M,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085898,2020,AL0650000,Washington,,County,AL,Alabama,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",5-Feb-20,0,0,1,1,0,White,Not Hispanic or Latino,2,Drug Equipment Violations;Drug/Narcotic Violations,0,Highway/Road/Alley/Street/Sidewalk,M,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085899,2020,AL0650000,Washington,,County,AL,Alabama,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",13-Mar-20,0,0,1,1,0,Black or African American,Not Hispanic or Latino,2,Drug Equipment Violations;Drug/Narcotic Violations,0,Highway/Road/Alley/Street/Sidewalk,M,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085900,2020,AL0650000,Washington,,County,AL,Alabama,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",8-Feb-20,0,0,2,2,0,White,Not Hispanic or Latino,2,Drug Equipment Violations;Drug/Narcotic Violations,0,Highway/Road/Alley/Street/Sidewalk,M,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085902,2020,AL0650000,Washington,,County,AL,Alabama,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",13-Mar-20,0,0,1,1,0,Black or African American,Not Hispanic or Latino,2,Drug Equipment Violations;Drug/Narcotic Violations,0,Highway/Road/Alley/Street/Sidewalk,M,S,Society/Public,,,0,0,0,0,0,0,0,1,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352242,2020,AR0040100,Bentonville,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",13-Oct-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Hispanic or Latino,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352258,2020,AR0040100,Bentonville,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",20-Oct-20,0,1,1,0,1,White,Not Hispanic or Latino,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352240,2020,AR0040200,Rogers,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",27-Jun-20,0,1,1,0,1,White,Not Hispanic or Latino,1,Aggravated Assault,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Gay (Male),,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352246,2020,AR0040200,Rogers,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",30-Jul-20,3,0,0,,,Unknown,Unknown,3,Intimidation,3,Service/Gas Station,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1352250,2020,AR0040200,Rogers,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",17-Jul-20,1,0,4,4,0,Unknown,Unknown,1,Simple Assault,1,Other/Unknown,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1352251,2020,AR0040200,Rogers,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",20-Aug-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Hispanic or Latino,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352257,2020,AR0040200,Rogers,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",4-Jul-20,3,0,0,,,Unknown,Unknown,3,Destruction/Damage/Vandalism of Property,3,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352247,2020,AR0050000,Boone,,County,AR,Arkansas,West South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",25-Nov-20,2,0,1,1,0,White,Unknown,2,Aggravated Assault;Simple Assault,2,Residence/Home,M,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352253,2020,AR0050000,Boone,,County,AR,Arkansas,West South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",7-Dec-20,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Female,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121508,2020,AR0080200,Eureka Springs,,City,AR,Arkansas,West South Central,South,7,"Cities under 2,500",8-Jul-20,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Cyberspace,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Other Race/Ethnicity/Ancestry,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1121518,2020,AR0170000,Crawford,,County,AR,Arkansas,West South Central,South,9B,"MSA counties from 25,000 thru 99,999",16-Jun-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,"Anti-Eastern Orthodox (Russian, Greek, Other)",,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352270,2020,AR0170100,Van Buren,,City,AR,Arkansas,West South Central,South,5,"Cities from 10,000 thru 24,999",1-Nov-20,0,1,4,0,4,Unknown,Unknown,1,Intimidation,1,Cyberspace,S,S,Individual,,,0,0,0,1,0,0,0,0,0,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352279,2020,AR0230100,Conway,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",31-May-20,1,0,1,1,0,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1352284,2020,AR0230100,Conway,,City,AR,Arkansas,West South Central,South,3,"Cities from 50,000 thru 99,999",5-Apr-20,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Commercial/Office Building,S,S,Business,,,1,0,0,0,0,0,0,0,0,Anti-Jewish,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352260,2020,AR0280100,Paragould,,City,AR,Arkansas,West South Central,South,4,"Cities from 25,000 thru 49,999",1-Jan-20,1,0,0,,,Unknown,Unknown,1,Aggravated Assault,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Gay (Male),,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352264,2020,AR0280100,Paragould,,City,AR,Arkansas,West South Central,South,4,"Cities from 25,000 thru 49,999",3-Oct-20,1,0,0,,,Unknown,Unknown,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Black or African American,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293391,2020,AR0300100,Malvern,,City,AR,Arkansas,West South Central,South,5,"Cities from 10,000 thru 24,999",1-Oct-20,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Convenience Store,S,S,Business,,,1,0,0,0,0,0,0,0,0,Anti-American Indian or Alaska Native,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352261,2020,AR0330000,Izard,,County,AR,Arkansas,West South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",29-Oct-20,1,0,0,,,Unknown,Unknown,1,Motor Vehicle Theft,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1352266,2020,AR0330000,Izard,,County,AR,Arkansas,West South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",11-Oct-20,1,0,1,1,0,White,Unknown,1,Burglary/Breaking & Entering,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1293404,2020,AR0340100,Newport,,City,AR,Arkansas,West South Central,South,6,"Cities from 2,500 thru 9,999",6-Jun-20,1,0,0,,,Unknown,Unknown,1,All Other Larceny,1,Residence/Home,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-White,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1293405,2020,AR0430000,Lonoke,,County,AR,Arkansas,West South Central,South,9B,"MSA counties from 25,000 thru 99,999",8-Sep-20,0,1,1,0,1,White,Not Hispanic or Latino,1,Simple Assault,1,School/College,S,S,Individual,,,0,0,0,1,0,0,0,0,0,Anti-Gay (Male),,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
